,user_id,item_id,term,length_of_stay_bucket,rate_plan,room_segment,n_people_bucket,weekend_stay
7514,7735,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
7515,7737,220,HighSeason,[4-7],Nonref,[160-260],[3-4],False
7516,7738,273,OffSeason,[0-1],Nonref,[160-260],[3-4],True
7517,7739,21,OffSeason,[2-3],Standard,[160-260],[2-2],False
7518,7740,257,LowSeason,[2-3],Standard,[160-260],[5-inf],False
7519,7741,201,OffSeason,[2-3],Nonref,[260-360],[3-4],False
7520,7742,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7521,7743,35,OffSeason,[2-3],Standard,[260-360],[3-4],False
7522,7744,394,OffSeason,[0-1],Nonref,[160-260],[2-2],False
7523,1241,155,OffSeason,[2-3],Nonref,[160-260],[1-1],False
7524,96,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7525,7745,273,OffSeason,[0-1],Nonref,[160-260],[3-4],True
7526,7746,394,OffSeason,[0-1],Nonref,[160-260],[2-2],False
7527,7747,24,OffSeason,[2-3],Standard,[260-360],[3-4],True
7528,7748,70,HighSeason,[4-7],Standard,[160-260],[3-4],True
7529,7750,53,OffSeason,[2-3],Nonref,[160-260],[2-2],False
7530,7751,62,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
7531,7752,11,LowSeason,[2-3],Standard,[160-260],[5-inf],True
7532,7753,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
7533,7754,324,OffSeason,[0-1],Nonref,[260-360],[3-4],False
7534,7755,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7535,7756,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
7536,7756,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
7537,7457,53,OffSeason,[2-3],Nonref,[160-260],[2-2],False
7538,7757,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
7539,7758,39,OffSeason,[4-7],Standard,[260-360],[3-4],True
7540,7759,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7541,7760,138,OffSeason,[2-3],Nonref,[160-260],[1-1],True
7542,7761,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7543,7762,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7544,7763,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
7545,7764,256,HighSeason,[4-7],Standard,[160-260],[5-inf],True
7546,7765,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7547,7766,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
7548,5983,17,OffSeason,[2-3],Standard,[160-260],[1-1],True
7549,7767,61,OffSeason,[4-7],Nonref,[160-260],[2-2],True
7550,7768,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7551,6941,138,OffSeason,[2-3],Nonref,[160-260],[1-1],True
7552,7769,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7553,7770,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7554,7771,296,HighSeason,[2-3],Standard,[260-360],[3-4],False
7555,7772,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7556,7773,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
7557,7774,53,OffSeason,[2-3],Nonref,[160-260],[2-2],False
7558,7775,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
7559,7776,426,OffSeason,[0-1],Nonref,[160-260],[1-1],False
7560,7777,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
7561,7778,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
7562,7781,394,OffSeason,[0-1],Nonref,[160-260],[2-2],False
7563,7782,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7564,3336,273,OffSeason,[0-1],Nonref,[160-260],[3-4],True
7565,7783,273,OffSeason,[0-1],Nonref,[160-260],[3-4],True
7566,7784,159,LowSeason,[2-3],Standard,[160-260],[3-4],True
7567,7785,426,OffSeason,[0-1],Nonref,[160-260],[1-1],False
7568,7786,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7569,7787,138,OffSeason,[2-3],Nonref,[160-260],[1-1],True
7570,7788,268,LowSeason,[4-7],Nonref,[160-260],[2-2],False
7571,7789,108,OffSeason,[2-3],Nonref,[260-360],[5-inf],False
7572,7790,155,OffSeason,[2-3],Nonref,[160-260],[1-1],False
7573,7791,278,LowSeason,[4-7],Standard,[160-260],[3-4],False
7574,7792,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7575,7793,21,OffSeason,[2-3],Standard,[160-260],[2-2],False
7576,7794,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7577,7795,423,OffSeason,[0-1],Nonref,[160-260],[2-2],True
7578,6600,151,OffSeason,[4-7],Nonref,[160-260],[1-1],True
7579,7796,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7580,7797,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7581,7798,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7582,7800,455,OffSeason,[2-3],Nonref,[260-360],[1-1],True
7583,7801,138,OffSeason,[2-3],Nonref,[160-260],[1-1],True
7584,7802,85,HighSeason,[4-7],Standard,[160-260],[2-2],True
7585,7803,423,OffSeason,[0-1],Nonref,[160-260],[2-2],True
7586,7804,269,LowSeason,[4-7],Standard,[160-260],[2-2],False
7587,706,184,OffSeason,[4-7],Standard,[260-360],[5-inf],False
7588,7805,173,OffSeason,[0-1],Standard,[160-260],[3-4],True
7589,7806,87,OffSeason,[2-3],Nonref,[260-360],[3-4],True
7590,7808,69,OffSeason,[2-3],Nonref,[0-160],[2-2],True
7591,7809,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7592,7451,173,OffSeason,[0-1],Standard,[160-260],[3-4],True
7593,7810,150,OffSeason,[2-3],Nonref,[260-360],[2-2],False
7594,7811,336,HighSeason,[0-1],Nonref,[160-260],[5-inf],True
7595,6313,273,OffSeason,[0-1],Nonref,[160-260],[3-4],True
7596,7812,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
7597,7814,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
7598,7815,187,OffSeason,[8-inf],Nonref,[160-260],[1-1],True
7599,7816,61,OffSeason,[4-7],Nonref,[160-260],[2-2],True
7600,7817,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7601,5549,273,OffSeason,[0-1],Nonref,[160-260],[3-4],True
7602,7820,430,OffSeason,[0-1],Nonref,[260-360],[3-4],True
7603,7822,54,OffSeason,[0-1],Standard,[160-260],[2-2],True
7604,7823,53,OffSeason,[2-3],Nonref,[160-260],[2-2],False
7605,7824,56,OffSeason,[4-7],Nonref,[160-260],[2-2],False
7606,7825,285,HighSeason,[2-3],Standard,[160-260],[5-inf],False
7607,642,65,OffSeason,[4-7],Nonref,[260-360],[5-inf],True
7608,5668,85,HighSeason,[4-7],Standard,[160-260],[2-2],True
7609,7826,147,OffSeason,[2-3],Nonref,[0-160],[2-2],False
7610,5668,281,HighSeason,[4-7],Standard,[160-260],[2-2],False
7611,7827,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
7612,7828,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
7613,7829,267,LowSeason,[2-3],Standard,[260-360],[3-4],False
7614,7830,151,OffSeason,[4-7],Nonref,[160-260],[1-1],True
7615,7831,253,LowSeason,[4-7],Nonref,[160-260],[3-4],False
7616,7832,159,LowSeason,[2-3],Standard,[160-260],[3-4],True
7617,7833,155,OffSeason,[2-3],Nonref,[160-260],[1-1],False
7618,7834,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
7619,7835,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7620,7836,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7621,7837,153,OffSeason,[0-1],Nonref,[160-260],[3-4],False
7622,7838,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7623,7839,56,OffSeason,[4-7],Nonref,[160-260],[2-2],False
7624,7840,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7625,1606,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
7626,933,86,LowSeason,[4-7],Standard,[0-160],[2-2],True
7627,7841,158,HighSeason,[4-7],Nonref,[160-260],[3-4],True
7628,7842,372,LowSeason,[4-7],Nonref,[260-360],[3-4],False
7629,7843,56,OffSeason,[4-7],Nonref,[160-260],[2-2],False
7630,7844,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
7631,7845,34,OffSeason,[2-3],Standard,[160-260],[3-4],False
7632,7847,173,OffSeason,[0-1],Standard,[160-260],[3-4],True
7633,7849,52,HighSeason,[2-3],Standard,[160-260],[3-4],False
7634,7851,61,OffSeason,[4-7],Nonref,[160-260],[2-2],True
7635,7852,153,OffSeason,[0-1],Nonref,[160-260],[3-4],False
7636,7853,143,OffSeason,[0-1],Standard,[160-260],[1-1],False
7637,7854,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7638,7856,76,OffSeason,[4-7],Nonref,[160-260],[3-4],True
7639,7858,108,OffSeason,[2-3],Nonref,[260-360],[5-inf],False
7640,7859,21,OffSeason,[2-3],Standard,[160-260],[2-2],False
7641,7861,61,OffSeason,[4-7],Nonref,[160-260],[2-2],True
7642,7862,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7643,7863,97,OffSeason,[4-7],Nonref,[0-160],[1-1],True
7644,7864,234,OffSeason,[0-1],Standard,[160-260],[3-4],False
7645,6823,17,OffSeason,[2-3],Standard,[160-260],[1-1],True
7646,271,155,OffSeason,[2-3],Nonref,[160-260],[1-1],False
7647,7865,72,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
7648,7866,75,OffSeason,[4-7],Nonref,[0-160],[2-2],True
7649,7867,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7650,7868,142,LowSeason,[2-3],Nonref,[160-260],[2-2],True
7651,7869,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7652,50,280,LowSeason,[2-3],Nonref,[260-360],[5-inf],True
7653,7870,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7654,7871,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
7655,7872,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
7656,7873,53,OffSeason,[2-3],Nonref,[160-260],[2-2],False
7657,7874,431,OffSeason,[0-1],Nonref,[160-260],[1-1],True
7658,7875,87,OffSeason,[2-3],Nonref,[260-360],[3-4],True
7659,271,219,OffSeason,[2-3],Nonref,[0-160],[1-1],False
7660,1818,426,OffSeason,[0-1],Nonref,[160-260],[1-1],False
7661,7876,155,OffSeason,[2-3],Nonref,[160-260],[1-1],False
7662,7880,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
7663,271,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7664,7881,117,OffSeason,[4-7],Nonref,[160-260],[3-4],False
7665,7882,423,OffSeason,[0-1],Nonref,[160-260],[2-2],True
7666,7883,101,LowSeason,[4-7],Standard,[260-360],[5-inf],True
7667,7884,138,OffSeason,[2-3],Nonref,[160-260],[1-1],True
7668,7885,70,HighSeason,[4-7],Standard,[160-260],[3-4],True
7669,7886,87,OffSeason,[2-3],Nonref,[260-360],[3-4],True
7670,7868,142,LowSeason,[2-3],Nonref,[160-260],[2-2],True
7671,2441,430,OffSeason,[0-1],Nonref,[260-360],[3-4],True
7672,7887,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
7673,7888,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7674,7889,21,OffSeason,[2-3],Standard,[160-260],[2-2],False
7675,7890,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7676,7891,138,OffSeason,[2-3],Nonref,[160-260],[1-1],True
7677,7892,87,OffSeason,[2-3],Nonref,[260-360],[3-4],True
7678,7893,151,OffSeason,[4-7],Nonref,[160-260],[1-1],True
7679,7894,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
7680,96,87,OffSeason,[2-3],Nonref,[260-360],[3-4],True
7681,7895,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7682,7896,83,HighSeason,[2-3],Nonref,[160-260],[3-4],False
7683,7897,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7684,7898,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
7685,1736,426,OffSeason,[0-1],Nonref,[160-260],[1-1],False
7686,7899,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7687,7900,173,OffSeason,[0-1],Standard,[160-260],[3-4],True
7688,7901,143,OffSeason,[0-1],Standard,[160-260],[1-1],False
7689,7902,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
7690,7903,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7691,7905,431,OffSeason,[0-1],Nonref,[160-260],[1-1],True
7692,7906,305,LowSeason,[0-1],Nonref,[160-260],[3-4],False
7693,7907,56,OffSeason,[4-7],Nonref,[160-260],[2-2],False
7694,7908,373,LowSeason,[2-3],Standard,[160-260],[1-1],True
7695,7909,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7696,7910,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7697,7911,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7698,7912,273,OffSeason,[0-1],Nonref,[160-260],[3-4],True
7699,7913,391,OffSeason,[0-1],Nonref,[260-360],[5-inf],False
7700,7914,394,OffSeason,[0-1],Nonref,[160-260],[2-2],False
7701,7915,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
7702,5207,143,OffSeason,[0-1],Standard,[160-260],[1-1],False
7703,7916,84,OffSeason,[0-1],Nonref,[260-360],[5-inf],True
7704,7917,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7705,7919,199,LowSeason,[2-3],Nonref,[160-260],[3-4],True
7706,706,184,OffSeason,[4-7],Standard,[260-360],[5-inf],False
7707,706,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
7708,7921,252,HighSeason,[2-3],Nonref,[160-260],[5-inf],False
7709,7922,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
7710,7208,470,OffSeason,[0-1],Standard,[0-160],[1-1],False
7711,7924,25,OffSeason,[4-7],Standard,[160-260],[2-2],False
7712,7925,17,OffSeason,[2-3],Standard,[160-260],[1-1],True
7713,7926,78,HighSeason,[2-3],Nonref,[160-260],[3-4],True
7714,7927,160,OffSeason,[2-3],Standard,[260-360],[2-2],False
7715,5061,91,LowSeason,[4-7],Nonref,[260-360],[3-4],True
7716,7929,61,OffSeason,[4-7],Nonref,[160-260],[2-2],True
7717,7930,39,OffSeason,[4-7],Standard,[260-360],[3-4],True
7718,7931,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
7719,7932,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7720,7933,423,OffSeason,[0-1],Nonref,[160-260],[2-2],True
7721,271,168,OffSeason,[4-7],Nonref,[160-260],[1-1],False
7722,7934,423,OffSeason,[0-1],Nonref,[160-260],[2-2],True
7723,7935,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7724,7936,273,OffSeason,[0-1],Nonref,[160-260],[3-4],True
7725,7937,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
7726,7938,273,OffSeason,[0-1],Nonref,[160-260],[3-4],True
7727,7939,21,OffSeason,[2-3],Standard,[160-260],[2-2],False
7728,7940,273,OffSeason,[0-1],Nonref,[160-260],[3-4],True
7729,7941,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
7730,7942,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7731,7944,39,OffSeason,[4-7],Standard,[260-360],[3-4],True
7732,7945,423,OffSeason,[0-1],Nonref,[160-260],[2-2],True
7733,7946,61,OffSeason,[4-7],Nonref,[160-260],[2-2],True
7734,7947,477,OffSeason,[0-1],Nonref,[260-360],[2-2],True
7735,7948,53,OffSeason,[2-3],Nonref,[160-260],[2-2],False
7736,7949,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7737,7950,432,OffSeason,[0-1],Standard,[160-260],[5-inf],True
7738,7952,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7739,7953,423,OffSeason,[0-1],Nonref,[160-260],[2-2],True
7740,7837,53,OffSeason,[2-3],Nonref,[160-260],[2-2],False
7741,7954,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7742,7955,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7743,7956,62,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
7744,7957,34,OffSeason,[2-3],Standard,[160-260],[3-4],False
7745,7958,201,OffSeason,[2-3],Nonref,[260-360],[3-4],False
7746,7959,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
7747,7960,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
7748,7961,71,OffSeason,[2-3],Standard,[260-360],[5-inf],False
7749,7962,70,HighSeason,[4-7],Standard,[160-260],[3-4],True
7750,7963,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
7751,7965,108,OffSeason,[2-3],Nonref,[260-360],[5-inf],False
7752,6166,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7753,7966,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
7754,7967,85,HighSeason,[4-7],Standard,[160-260],[2-2],True
7755,7968,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
7756,7969,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
7757,7970,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7758,7971,76,OffSeason,[4-7],Nonref,[160-260],[3-4],True
7759,7972,138,OffSeason,[2-3],Nonref,[160-260],[1-1],True
7760,7973,87,OffSeason,[2-3],Nonref,[260-360],[3-4],True
7761,7974,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
7762,7975,267,LowSeason,[2-3],Standard,[260-360],[3-4],False
7763,7976,147,OffSeason,[2-3],Nonref,[0-160],[2-2],False
7764,7977,70,HighSeason,[4-7],Standard,[160-260],[3-4],True
7765,7978,90,OffSeason,[2-3],Standard,[0-160],[2-2],False
7766,7979,150,OffSeason,[2-3],Nonref,[260-360],[2-2],False
7767,7980,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7768,7982,72,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
7769,7983,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7770,7984,251,OffSeason,[0-1],Standard,[160-260],[2-2],False
7771,7986,324,OffSeason,[0-1],Nonref,[260-360],[3-4],False
7772,7987,143,OffSeason,[0-1],Standard,[160-260],[1-1],False
7773,7988,61,OffSeason,[4-7],Nonref,[160-260],[2-2],True
7774,7989,394,OffSeason,[0-1],Nonref,[160-260],[2-2],False
7775,7990,21,OffSeason,[2-3],Standard,[160-260],[2-2],False
7776,7991,155,OffSeason,[2-3],Nonref,[160-260],[1-1],False
7777,7992,36,OffSeason,[2-3],Standard,[160-260],[1-1],False
7778,7993,53,OffSeason,[2-3],Nonref,[160-260],[2-2],False
7779,7994,426,OffSeason,[0-1],Nonref,[160-260],[1-1],False
7780,7995,87,OffSeason,[2-3],Nonref,[260-360],[3-4],True
7781,7996,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
7782,7997,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7783,7998,188,LowSeason,[4-7],Standard,[160-260],[2-2],True
7784,8000,426,OffSeason,[0-1],Nonref,[160-260],[1-1],False
7785,8001,186,HighSeason,[2-3],Nonref,[260-360],[3-4],True
7786,8002,145,LowSeason,[2-3],Standard,[260-360],[5-inf],True
7787,8003,98,HighSeason,[4-7],Standard,[260-360],[5-inf],True
7788,8004,80,HighSeason,[4-7],Nonref,[0-160],[2-2],True
7789,8005,268,LowSeason,[4-7],Nonref,[160-260],[2-2],False
7790,8006,173,OffSeason,[0-1],Standard,[160-260],[3-4],True
7791,8007,36,OffSeason,[2-3],Standard,[160-260],[1-1],False
7792,8008,144,OffSeason,[4-7],Nonref,[260-360],[3-4],False
7793,8009,61,OffSeason,[4-7],Nonref,[160-260],[2-2],True
7794,8010,52,HighSeason,[2-3],Standard,[160-260],[3-4],False
7795,8012,81,HighSeason,[2-3],Nonref,[260-360],[5-inf],True
7796,8013,451,OffSeason,[0-1],Standard,[260-360],[5-inf],True
7797,8014,21,OffSeason,[2-3],Standard,[160-260],[2-2],False
7798,8015,209,HighSeason,[2-3],Standard,[260-360],[5-inf],False
7799,8016,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
7800,8017,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
7801,8018,294,LowSeason,[4-7],Nonref,[0-160],[2-2],True
7802,8019,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7803,8021,62,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
7804,7942,34,OffSeason,[2-3],Standard,[160-260],[3-4],False
7805,8022,53,OffSeason,[2-3],Nonref,[160-260],[2-2],False
7806,8023,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
7807,8025,199,LowSeason,[2-3],Nonref,[160-260],[3-4],True
7808,8026,69,OffSeason,[2-3],Nonref,[0-160],[2-2],True
7809,8027,36,OffSeason,[2-3],Standard,[160-260],[1-1],False
7810,8028,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
7811,8029,53,OffSeason,[2-3],Nonref,[160-260],[2-2],False
7812,8030,188,LowSeason,[4-7],Standard,[160-260],[2-2],True
7813,7863,622,OffSeason,[0-1],Nonref,[0-160],[1-1],False
7814,8031,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
7815,8032,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7816,8033,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
7817,8033,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
7818,8034,81,HighSeason,[2-3],Nonref,[260-360],[5-inf],True
7819,8035,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7820,8036,52,HighSeason,[2-3],Standard,[160-260],[3-4],False
7821,8037,153,OffSeason,[0-1],Nonref,[160-260],[3-4],False
7822,8038,229,LowSeason,[2-3],Standard,[160-260],[2-2],False
7823,8039,250,LowSeason,[2-3],Standard,[260-360],[3-4],True
7824,8040,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
7825,6302,94,HighSeason,[2-3],Nonref,[0-160],[2-2],True
7826,8041,118,OffSeason,[0-1],Nonref,[160-260],[5-inf],True
7827,8042,155,OffSeason,[2-3],Nonref,[160-260],[1-1],False
7828,8043,61,OffSeason,[4-7],Nonref,[160-260],[2-2],True
7829,8044,234,OffSeason,[0-1],Standard,[160-260],[3-4],False
7830,8045,39,OffSeason,[4-7],Standard,[260-360],[3-4],True
7831,8046,115,LowSeason,[4-7],Nonref,[160-260],[2-2],True
7832,8047,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7833,4750,65,OffSeason,[4-7],Nonref,[260-360],[5-inf],True
7834,8049,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7835,50,197,OffSeason,[2-3],Nonref,[260-360],[2-2],True
7836,6778,623,OffSeason,[2-3],Nonref,[260-360],[1-1],False
7837,8050,53,OffSeason,[2-3],Nonref,[160-260],[2-2],False
7838,8051,247,OffSeason,[8-inf],Standard,[260-360],[3-4],True
7839,8052,21,OffSeason,[2-3],Standard,[160-260],[2-2],False
7840,8053,273,OffSeason,[0-1],Nonref,[160-260],[3-4],True
7841,8054,155,OffSeason,[2-3],Nonref,[160-260],[1-1],False
7842,8055,394,OffSeason,[0-1],Nonref,[160-260],[2-2],False
7843,7942,143,OffSeason,[0-1],Standard,[160-260],[1-1],False
7844,8056,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
7845,8057,153,OffSeason,[0-1],Nonref,[160-260],[3-4],False
7846,8058,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
7847,8059,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7848,8060,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
7849,8061,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
7850,8062,87,OffSeason,[2-3],Nonref,[260-360],[3-4],True
7851,8063,83,HighSeason,[2-3],Nonref,[160-260],[3-4],False
7852,2374,153,OffSeason,[0-1],Nonref,[160-260],[3-4],False
7853,8064,76,OffSeason,[4-7],Nonref,[160-260],[3-4],True
7854,8065,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
7855,8066,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7856,8067,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
7857,8068,21,OffSeason,[2-3],Standard,[160-260],[2-2],False
7858,8069,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
7859,8070,423,OffSeason,[0-1],Nonref,[160-260],[2-2],True
7860,8071,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7861,8072,74,HighSeason,[8-inf],Nonref,[160-260],[3-4],True
7862,8074,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7863,8075,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7864,8076,241,LowSeason,[0-1],Standard,[160-260],[3-4],False
7865,8077,84,OffSeason,[0-1],Nonref,[260-360],[5-inf],True
7866,8078,61,OffSeason,[4-7],Nonref,[160-260],[2-2],True
7867,8079,159,LowSeason,[2-3],Standard,[160-260],[3-4],True
7868,8080,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
7869,8081,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
7870,8082,54,OffSeason,[0-1],Standard,[160-260],[2-2],True
7871,8083,61,OffSeason,[4-7],Nonref,[160-260],[2-2],True
7872,8084,117,OffSeason,[4-7],Nonref,[160-260],[3-4],False
7873,8085,153,OffSeason,[0-1],Nonref,[160-260],[3-4],False
7874,8086,54,OffSeason,[0-1],Standard,[160-260],[2-2],True
7875,8087,440,OffSeason,[0-1],Standard,[260-360],[3-4],True
7876,8088,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7877,8089,138,OffSeason,[2-3],Nonref,[160-260],[1-1],True
7878,8090,176,HighSeason,[4-7],Standard,[260-360],[5-inf],False
7879,8091,53,OffSeason,[2-3],Nonref,[160-260],[2-2],False
7880,8092,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7881,8093,53,OffSeason,[2-3],Nonref,[160-260],[2-2],False
7882,6166,394,OffSeason,[0-1],Nonref,[160-260],[2-2],False
7883,8094,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7884,8096,117,OffSeason,[4-7],Nonref,[160-260],[3-4],False
7885,8097,11,LowSeason,[2-3],Standard,[160-260],[5-inf],True
7886,8098,171,OffSeason,[2-3],Nonref,[160-260],[5-inf],False
7887,8099,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
7888,8100,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
7889,8101,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7890,8102,147,OffSeason,[2-3],Nonref,[0-160],[2-2],False
7891,8103,69,OffSeason,[2-3],Nonref,[0-160],[2-2],True
7892,8104,56,OffSeason,[4-7],Nonref,[160-260],[2-2],False
7893,8105,305,LowSeason,[0-1],Nonref,[160-260],[3-4],False
7894,8106,193,LowSeason,[4-7],Standard,[160-260],[5-inf],True
7895,8107,394,OffSeason,[0-1],Nonref,[160-260],[2-2],False
7896,8108,451,OffSeason,[0-1],Standard,[260-360],[5-inf],True
7897,8109,155,OffSeason,[2-3],Nonref,[160-260],[1-1],False
7898,8110,173,OffSeason,[0-1],Standard,[160-260],[3-4],True
7899,8111,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
7900,8112,53,OffSeason,[2-3],Nonref,[160-260],[2-2],False
7901,8113,12,LowSeason,[4-7],Standard,[160-260],[3-4],True
7902,8114,234,OffSeason,[0-1],Standard,[160-260],[3-4],False
7903,8115,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
